Cantidad de Procesos,Nombre,Hora de Inicio,Hora de Fin,Tiempo Total
25,Proceso(1),0,0,0
25,Proceso(2),0,0,0
25,Proceso(3),0,95.66010511833917,95.66010511833917
25,Proceso(4),11.320725075156874,11.320725075156874,0.0
25,Proceso(5),11.320725075156874,88.37159710589484,77.05087203073796
25,Proceso(6),11.320725075156874,88.37159710589484,77.05087203073796
25,Proceso(7),11.320725075156874,88.37159710589484,77.05087203073796
25,Proceso(8),11.320725075156874,88.37159710589484,77.05087203073796
25,Proceso(9),23.36541641811113,23.36541641811113,0.0
25,Proceso(10),23.36541641811113,95.66010511833917,72.29468870022805
25,Proceso(11),25.344786493635112,88.37159710589484,63.02681061225972
25,Proceso(12),26.955640235364232,95.66010511833917,68.70446488297495
25,Proceso(13),45.07495572053432,125.68750233623405,80.61254661569973
25,Proceso(14),47.67703904399746,47.67703904399746,0.0
25,Proceso(15),47.67703904399746,107.20364542504004,59.526606381042576
25,Proceso(16),47.67703904399746,107.20364542504004,59.526606381042576
25,Proceso(17),61.2461399849567,61.2461399849567,0.0
25,Proceso(18),61.2461399849567,61.2461399849567,0.0
25,Proceso(19),61.2461399849567,95.66010511833917,34.413965133382476
25,Proceso(20),88.37159710589484,95.66010511833917,7.288508012444339
25,Proceso(21),88.37159710589484,88.37159710589484,0.0
25,Proceso(22),91.12419184957574,107.20364542504004,16.0794535754643
25,Proceso(23),95.66010511833917,95.66010511833917,0.0
25,Proceso(24),95.66010511833917,125.68750233623405,30.027397217894872
25,Proceso(25),95.66010511833917,95.66010511833917,0.0
50,Proceso(1),0,60.35207362742083,60.35207362742083
50,Proceso(2),3.080609374862632,53.49993005021247,50.41932067534984
50,Proceso(3),16.980021800200618,53.49993005021247,36.51990825001185
50,Proceso(4),16.980021800200618,16.980021800200618,0.0
50,Proceso(5),16.980021800200618,53.49993005021247,36.51990825001185
50,Proceso(6),16.980021800200618,130.2758370768396,113.29581527663898
50,Proceso(7),24.5869291980669,130.2758370768396,105.6889078787727
50,Proceso(8),28.37676319784766,74.21508673366684,45.83832353581918
50,Proceso(9),28.37676319784766,55.76368807388141,27.386924876033753
50,Proceso(10),34.822543295166206,88.0435889054288,53.2210456102626
50,Proceso(11),35.081095460725756,35.081095460725756,0.0
50,Proceso(12),35.081095460725756,35.081095460725756,0.0
50,Proceso(13),35.081095460725756,88.0435889054288,52.96249344470305
50,Proceso(14),43.547361785509054,43.547361785509054,0.0
50,Proceso(15),43.547361785509054,89.73789628401168,46.19053449850263
50,Proceso(16),45.34494232823806,45.34494232823806,0.0
50,Proceso(17),45.34494232823806,89.73789628401168,44.39295395577362
50,Proceso(18),45.34494232823806,60.35207362742083,15.007131299182767
50,Proceso(19),45.34494232823806,60.35207362742083,15.007131299182767
50,Proceso(20),48.34525879727483,48.34525879727483,0.0
