Cantidad de Procesos,Nombre,Hora de Inicio,Hora de Fin,Tiempo Total
25,Proceso(1),0,0,0
25,Proceso(2),0,0,0
25,Proceso(3),0,0,0
25,Proceso(4),0,0,0
25,Proceso(5),0,0,0
25,Proceso(6),0,6.968342179819073,6.968342179819073
25,Proceso(7),0,6.968342179819073,6.968342179819073
25,Proceso(8),1.9915477171974727,1.9915477171974727,0.0
25,Proceso(9),1.9915477171974727,1.9915477171974727,0.0
25,Proceso(10),1.9915477171974727,1.9915477171974727,0.0
25,Proceso(11),1.9915477171974727,7.188199994941068,5.1966522777435955
25,Proceso(12),6.103076289624521,6.103076289624521,0.0
25,Proceso(13),6.103076289624521,6.103076289624521,0.0
25,Proceso(14),6.103076289624521,6.103076289624521,0.0
25,Proceso(15),6.103076289624521,7.188199994941068,1.0851237053165468
25,Proceso(16),6.103076289624521,7.188199994941068,1.0851237053165468
25,Proceso(17),6.968342179819073,6.968342179819073,0.0
25,Proceso(18),6.968342179819073,6.968342179819073,0.0
25,Proceso(19),6.968342179819073,6.968342179819073,0.0
25,Proceso(20),6.968342179819073,6.968342179819073,0.0
25,Proceso(21),6.968342179819073,6.968342179819073,0.0
25,Proceso(22),6.968342179819073,7.188199994941068,0.21985781512199498
25,Proceso(23),7.188199994941068,7.188199994941068,0.0
25,Proceso(24),7.188199994941068,7.188199994941068,0.0
25,Proceso(25),7.188199994941068,7.188199994941068,0.0
50,Proceso(1),0,0,0
50,Proceso(2),0,0,0
50,Proceso(3),0,0,0
50,Proceso(4),0,0,0
50,Proceso(5),0,82.44548423782823,82.44548423782823
50,Proceso(6),15.807741551009347,82.44548423782823,66.63774268681888
50,Proceso(7),15.807741551009347,82.44548423782823,66.63774268681888
50,Proceso(8),15.807741551009347,82.44548423782823,66.63774268681888
50,Proceso(9),30.510899035605924,82.44548423782823,51.9345852022223
50,Proceso(10),42.24966321785219,42.24966321785219,0.0
50,Proceso(11),42.24966321785219,42.24966321785219,0.0
50,Proceso(12),42.24966321785219,82.44548423782823,40.19582101997604
50,Proceso(13),42.24966321785219,82.44548423782823,40.19582101997604
50,Proceso(14),47.36845378571853,47.36845378571853,0.0
50,Proceso(15),47.36845378571853,82.44548423782823,35.077030452109696
50,Proceso(16),47.36845378571853,47.36845378571853,0.0
50,Proceso(17),47.36845378571853,47.36845378571853,0.0
50,Proceso(18),47.36845378571853,103.81945327595031,56.45099949023178
50,Proceso(19),47.36845378571853,104.41354386274317,57.04509007702464
50,Proceso(20),52.615826233890836,104.41354386274317,51.79771762885233
50,Proceso(21),52.83887376108224,52.83887376108224,0.0
50,Proceso(22),52.83887376108224,104.41354386274317,51.57467010166093
50,Proceso(23),82.44548423782823,82.44548423782823,0.0
50,Proceso(24),82.44548423782823,82.44548423782823,0.0
50,Proceso(25),82.44548423782823,82.44548423782823,0.0
